Err2D,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
6.594290e+00,5.000000e-01,4.666436e-01,6.395684e-01,8.644129e-01,6.005453e-01,6.476510e-02,6.446260e-02,3.568900e-02,2.857998e-01,7.385288e-01
3.602669e+00,7.142857e-01,5.338336e-01,5.477228e-01,8.202553e-01,4.934267e-01,6.896243e-02,5.852637e-02,3.989893e-02,3.368184e-01,7.774061e-01
7.399298e+00,4.285714e-01,4.713688e-01,6.411749e-01,7.923784e-01,5.841497e-01,1.022787e-01,1.003480e-01,7.691867e-02,3.264283e-04,3.195697e-04
1.025518e+01,5.000000e-01,5.172419e-01,4.830252e-01,6.171306e-01,6.839852e-01,1.627261e-01,1.571034e-01,1.039105e-01,2.863695e-01,7.382019e-01
1.708296e+01,2.857143e-01,6.919891e-01,2.564113e-01,6.755913e-01,5.486487e-01,1.054361e-01,1.089835e-01,1.041662e-01,3.989855e-04,2.679128e-04
1.488708e+01,3.571429e-01,5.841842e-01,4.255139e-01,5.926413e-01,6.328257e-01,1.166535e-01,1.085572e-01,1.170112e-01,1.747971e-01,6.085130e-01
1.608296e+01,3.571429e-01,6.394930e-01,5.061133e-01,7.831800e-01,4.203746e-01,8.430174e-02,7.472760e-02,9.048062e-02,1.747168e-01,6.085478e-01
7.331061e+00,4.285714e-01,6.774787e-01,4.771928e-01,7.982917e-01,4.039207e-01,5.929914e-02,4.917768e-02,6.101809e-02,1.575577e-01,5.771937e-01
5.735118e+00,6.428571e-01,6.345581e-01,4.071376e-01,6.295360e-01,5.463567e-01,1.253888e-01,9.437053e-02,1.070356e-01,3.627807e-01,8.005765e-01
4.149279e+00,4.285714e-01,6.671704e-01,4.477569e-01,5.262812e-01,5.712421e-01,5.054313e-02,5.107621e-02,3.429526e-02,2.360381e-04,1.067023e-04
3.755680e+00,4.285714e-01,6.016717e-01,5.021764e-01,7.036794e-01,5.473388e-01,3.693658e-02,3.239070e-02,3.529374e-02,1.572288e-01,5.773278e-01
4.585545e+00,3.571429e-01,5.977066e-01,5.592207e-01,2.706965e-01,6.098056e-01,2.595106e-02,2.639589e-02,2.170979e-02,1.746350e-01,6.085835e-01
4.028269e+00,3.571429e-01,6.692252e-01,5.016678e-01,4.218134e-01,6.872317e-01,2.140571e-01,2.310275e-01,1.456743e-01,1.747330e-01,6.085408e-01
1.656682e+01,2.857143e-01,6.601821e-01,5.651846e-01,5.203679e-01,5.983128e-01,2.034169e-01,2.299031e-01,1.562963e-01,3.409380e-04,3.129139e-04
3.019323e+01,3.571429e-01,5.865483e-01,7.334463e-01,2.115637e-01,4.630884e-01,2.799623e-01,2.734159e-01,2.576041e-01,3.493903e-01,8.049879e-01
3.904802e+01,3.571429e-01,5.631067e-01,8.025791e-01,2.772668e-01,5.356140e-01,2.884118e-01,2.967296e-01,2.336580e-01,3.493793e-01,8.049952e-01
4.436792e+01,2.857143e-01,4.686705e-01,8.281656e-01,1.286137e-01,6.407796e-01,3.529430e-01,3.394329e-01,3.931751e-01,1.964478e-01,6.455095e-01
4.233546e+01,3.571429e-01,5.760471e-01,5.672497e-01,1.984231e-01,6.211039e-01,3.048310e-01,2.989914e-01,2.779854e-01,3.493294e-01,8.050281e-01
3.188552e+01,5.714286e-01,6.239300e-01,4.866412e-01,4.365966e-01,5.167356e-01,3.217250e-01,2.586567e-01,2.762482e-01,3.930518e-01,8.256171e-01
6.770381e+00,4.285714e-01,7.797504e-01,2.626840e-01,7.864652e-01,2.888402e-01,1.568035e-01,1.373066e-01,1.501560e-01,5.862033e-04,6.412147e-04
2.509268e+01,4.285714e-01,7.447173e-01,3.383149e-01,5.321945e-01,4.671054e-01,1.567276e-01,1.444738e-01,1.373604e-01,1.574089e-01,5.772544e-01
2.944440e+01,2.857143e-01,7.117633e-01,4.199060e-01,2.912286e-01,4.256754e-01,1.170234e-01,1.298715e-01,9.612879e-02,4.532081e-04,6.754299e-04
3.657218e+01,1.428571e-01,6.440263e-01,4.738432e-01,1.852825e-01,5.035705e-01,9.815065e-02,1.250500e-01,9.723455e-02,2.435606e-04,1.395399e-04
2.581106e+01,2.857143e-01,7.021177e-01,3.683133e-01,2.394875e-01,5.369990e-01,1.970445e-01,2.174485e-01,1.648920e-01,3.931465e-01,8.449801e-01
3.972229e+01,3.571429e-01,7.617644e-01,3.796729e-01,5.860710e-01,5.590465e-01,2.666535e-01,2.735321e-01,2.178927e-01,1.748077e-01,6.085082e-01
8.064293e+01,3.571429e-01,7.134795e-01,3.653539e-01,7.043364e-01,4.711458e-01,1.600014e-01,1.426088e-01,1.705529e-01,1.748980e-01,6.084690e-01
8.815206e+01,3.571429e-01,7.134239e-01,3.654907e-01,5.335085e-01,5.730039e-01,1.824950e-01,1.609275e-01,1.971266e-01,9.128061e-05,1.341622e-04
9.702971e+01,2.857143e-01,6.476412e-01,3.367981e-01,4.538436e-01,6.318415e-01,1.944803e-01,1.961746e-01,2.011775e-01,2.963107e-04,1.563373e-04
1.034438e+02,2.857143e-01,6.475792e-01,3.369407e-01,6.164586e-01,4.978538e-01,1.995646e-01,2.149720e-01,1.792010e-01,3.907986e-04,3.411602e-04
6.606640e+01,4.285714e-01,7.445306e-01,3.398326e-01,6.622865e-01,6.730534e-01,3.933089e-01,3.537573e-01,3.607433e-01,3.144229e-01,7.697473e-01
7.631975e+01,4.285714e-01,7.445099e-01,3.400007e-01,5.972405e-01,7.314065e-01,3.739144e-01,3.290559e-01,3.553644e-01,3.545848e-04,2.307831e-04
6.369007e+00,4.285714e-01,7.038307e-01,4.732517e-01,7.214192e-01,2.967598e-01,3.213337e-01,3.212092e-01,2.271844e-01,1.576216e-01,5.771679e-01
