Err2D,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10
3.349276e+00,9.324759e-01,4.457697e-03,6.602789e-01,5.097938e-01,4.116202e-01,4.270552e-01,2.817779e-01,2.859799e-01,2.488855e-05,1.777934e-05
3.238059e+00,9.324759e-01,4.440289e-03,6.602873e-01,5.113402e-01,4.747901e-01,4.081424e-01,2.636076e-01,2.894240e-01,2.209254e-05,3.293866e-05
3.071522e+00,9.324759e-01,4.422874e-03,6.602958e-01,5.097938e-01,4.501253e-01,4.061868e-01,2.633290e-01,2.853395e-01,3.375106e-05,1.577592e-05
2.919194e+00,9.324759e-01,4.405447e-03,6.603043e-01,4.324742e-01,4.758541e-01,4.009520e-01,2.596178e-01,2.825362e-01,2.402356e-05,1.258596e-05
2.881198e+00,1,0,6.386328e-01,4.182622e-01,4.398103e-01,4.031792e-01,2.495182e-01,2.908158e-01,1.547685e-01,4.472114e-01
2.838829e+00,9.324759e-01,4.370576e-03,6.603214e-01,4.309278e-01,4.751278e-01,4.090999e-01,2.652511e-01,2.872934e-01,2.062933e-05,9.309847e-06
2.831507e+00,9.324759e-01,4.353124e-03,6.603300e-01,4.092784e-01,4.896517e-01,4.087354e-01,2.647201e-01,2.878490e-01,3.876327e-05,1.541352e-05
2.601978e+00,8.649518e-01,2.940769e-02,6.737325e-01,4.563212e-01,4.544616e-01,3.890600e-01,2.545864e-01,2.920565e-01,3.583930e-05,1.995050e-05
2.494871e+00,7.974277e-01,6.405404e-02,6.805715e-01,4.690722e-01,4.516183e-01,3.750671e-01,2.502849e-01,2.945507e-01,5.029372e-05,2.572350e-05
2.495331e+00,7.974277e-01,6.404373e-02,6.805748e-01,6.288660e-01,4.298026e-01,3.761063e-01,2.516528e-01,2.936367e-01,2.389054e-05,1.110421e-05
2.581168e+00,8.649518e-01,2.937820e-02,6.737406e-01,3.667933e-01,4.634605e-01,3.859603e-01,2.541462e-01,2.855369e-01,1.710640e-01,4.701592e-01
2.638330e+00,8.649518e-01,2.936838e-02,6.737433e-01,3.586544e-01,4.522984e-01,3.987201e-01,2.676047e-01,2.810280e-01,4.770399e-05,2.887777e-05
2.386217e+00,8.649518e-01,2.935857e-02,6.737462e-01,3.798155e-01,4.232326e-01,3.857883e-01,2.529530e-01,2.882700e-01,6.127819e-05,9.027419e-05
2.484616e+00,7.974277e-01,6.400264e-02,6.805884e-01,3.745704e-01,4.729580e-01,3.652636e-01,2.449243e-01,2.838105e-01,2.164742e-05,1.205548e-05
2.713252e+00,7.299035e-01,9.774718e-02,6.912357e-01,4.069133e-01,4.688781e-01,3.564749e-01,2.451812e-01,2.875227e-01,1.310987e-05,7.503547e-06
2.706218e+00,7.299035e-01,9.774153e-02,6.912347e-01,4.178290e-01,4.425107e-01,3.532156e-01,2.431692e-01,2.843019e-01,1.425136e-05,1.391117e-05
1.544930e+00,7.974277e-01,6.600128e-02,6.787201e-01,3.831615e-01,5.413145e-01,5.922033e-01,3.583044e-01,5.475703e-01,1.805493e-01,4.830454e-01
2.679327e+00,7.299035e-01,9.773016e-02,6.912330e-01,5.324439e-01,4.400460e-01,3.535039e-01,2.442075e-01,2.823546e-01,1.250762e-05,8.963819e-06
2.686532e+00,6.623794e-01,1.074608e-01,7.194666e-01,3.157216e-01,5.231839e-01,3.561502e-01,2.595761e-01,2.775616e-01,1.254372e-05,7.273575e-06
2.948071e+00,6.623794e-01,1.313705e-01,7.040550e-01,2.983247e-01,5.130464e-01,3.391400e-01,2.443185e-01,2.722393e-01,2.031321e-01,5.123445e-01
3.290644e+00,6.623794e-01,1.313519e-01,7.040637e-01,2.673969e-01,6.415562e-01,3.532325e-01,2.683002e-01,2.418781e-01,6.663754e-05,6.595625e-05
2.929816e+00,4.598071e-01,2.716790e-01,6.885846e-01,4.861221e-01,3.035021e-01,2.717139e-01,2.040525e-01,2.764939e-01,5.100956e-05,3.077049e-05
3.285370e+00,5.273312e-01,2.186657e-01,6.846395e-01,4.852725e-01,2.823602e-01,2.767591e-01,2.076338e-01,2.530645e-01,2.322037e-01,5.477093e-01
2.332069e+00,6.623794e-01,1.415312e-01,6.635099e-01,4.085052e-01,4.349882e-01,3.899460e-01,2.482284e-01,3.877836e-01,4.062809e-01,6.999865e-01
3.142775e+00,5.948553e-01,1.905764e-01,6.616840e-01,4.618557e-01,2.711617e-01,2.781319e-01,1.942326e-01,2.625189e-01,7.043772e-05,3.924196e-05
3.281160e+00,5.948553e-01,1.905570e-01,6.617048e-01,4.288660e-01,3.074130e-01,3.113028e-01,2.341833e-01,2.515428e-01,6.767175e-05,4.645613e-05
3.112718e+00,5.948553e-01,1.905376e-01,6.617255e-01,4.309278e-01,3.599758e-01,2.708608e-01,1.867537e-01,2.609714e-01,7.311330e-05,5.367607e-05
3.401607e+00,6.623794e-01,1.073650e-01,7.194711e-01,3.930412e-01,4.347309e-01,2.941937e-01,2.054794e-01,2.528592e-01,2.031375e-01,5.123436e-01
2.898619e+00,6.623794e-01,1.715202e-01,6.432875e-01,6.250000e-01,2.488200e-01,3.012327e-01,2.154006e-01,2.461293e-01,2.031362e-01,5.123438e-01
3.397377e+00,6.623794e-01,1.715264e-01,6.432604e-01,5.650773e-01,2.435990e-01,2.988823e-01,2.129465e-01,2.462466e-01,9.302903e-05,7.121233e-05
3.057509e+00,6.623794e-01,1.715325e-01,6.432334e-01,6.559278e-01,2.558298e-01,2.632948e-01,1.836442e-01,2.269252e-01,7.171056e-05,7.071522e-05
3.169878e+00,6.623794e-01,1.715387e-01,6.432064e-01,5.592784e-01,4.062608e-01,3.267656e-01,2.360062e-01,2.606616e-01,5.259428e-05,7.304980e-05
3.237694e+00,6.623794e-01,1.715447e-01,6.431795e-01,5.940722e-01,3.087376e-01,2.762050e-01,2.034441e-01,2.090888e-01,4.520990e-05,4.187042e-05
3.325535e+00,7.299035e-01,1.313683e-01,6.389895e-01,5.597332e-01,3.567568e-01,3.020169e-01,2.216798e-01,2.031315e-01,1.911905e-01,4.970462e-01
2.764632e+00,7.299035e-01,1.100923e-01,6.543219e-01,6.015767e-01,2.932670e-01,3.678793e-01,2.380279e-01,3.320561e-01,1.912309e-01,4.970396e-01
3.148118e+00,7.299035e-01,1.100885e-01,6.543110e-01,5.870224e-01,2.815075e-01,3.289897e-01,2.335559e-01,2.455909e-01,8.874225e-05,1.207290e-04
2.859769e+00,7.299035e-01,1.100846e-01,6.543002e-01,5.615525e-01,3.348083e-01,3.273162e-01,2.224162e-01,2.708447e-01,9.065429e-05,9.201503e-05
3.145840e+00,6.623794e-01,1.259400e-01,6.790265e-01,5.496134e-01,2.869027e-01,2.067872e-01,1.512366e-01,1.596690e-01,1.086065e-04,8.486010e-05
4.003904e+00,5.948553e-01,1.044777e-01,7.041809e-01,5.979381e-01,2.411456e-01,2.250728e-01,1.785806e-01,1.525413e-01,1.155412e-04,8.330795e-05
3.726396e+00,5.948553e-01,1.044657e-01,7.041729e-01,5.690722e-01,2.788343e-01,2.446970e-01,1.861083e-01,1.918535e-01,7.913177e-05,4.997200e-05
3.276827e+00,5.948553e-01,1.044537e-01,7.041650e-01,4.989691e-01,3.565059e-01,2.611121e-01,1.981141e-01,2.061307e-01,9.839406e-05,5.354643e-05
2.695375e+00,5.948553e-01,1.155101e-01,6.897706e-01,4.639175e-01,4.643397e-01,4.053245e-01,2.689851e-01,4.123043e-01,2.167112e-01,5.291405e-01
1.882365e+00,5.273312e-01,8.308355e-02,7.108674e-01,4.918999e-01,3.943105e-01,2.387401e-01,1.795739e-01,2.171334e-01,1.504433e-04,2.312274e-04
1.739828e+00,5.948553e-01,6.802122e-02,6.800491e-01,4.762887e-01,3.918758e-01,2.700723e-01,1.971563e-01,2.344002e-01,2.166786e-01,5.291462e-01
2.223173e+00,6.623794e-01,9.175842e-02,6.571540e-01,6.095361e-01,3.933302e-01,2.580125e-01,1.759212e-01,2.319542e-01,2.031887e-01,5.123350e-01
2.239432e+00,6.623794e-01,1.216893e-01,6.330330e-01,5.670103e-01,3.554526e-01,2.879102e-01,1.951433e-01,2.614828e-01,2.031658e-01,5.123389e-01
2.356060e+00,7.299035e-01,1.093844e-01,6.084630e-01,4.523954e-01,4.318344e-01,2.687861e-01,1.804281e-01,2.278045e-01,1.912350e-01,4.970390e-01
2.582960e+00,7.299035e-01,1.480449e-01,6.162671e-01,5.033354e-01,3.299882e-01,3.480410e-01,2.130097e-01,3.388144e-01,1.912648e-01,4.970341e-01
2.530439e+00,7.299035e-01,1.480499e-01,6.162354e-01,4.651304e-01,3.824606e-01,2.575947e-01,1.555349e-01,2.547276e-01,1.037941e-04,4.530709e-05
2.718449e+00,7.299035e-01,1.480548e-01,6.162037e-01,4.760461e-01,4.752045e-01,3.148405e-01,2.006660e-01,2.906433e-01,5.632598e-05,3.478373e-05
2.814799e+00,7.299035e-01,1.480597e-01,6.161721e-01,4.596725e-01,4.362689e-01,3.224470e-01,2.039338e-01,3.009262e-01,3.917417e-05,2.707312e-05
2.949966e+00,7.790120e-01,2.426129e-01,5.725812e-01,4.701031e-01,3.664654e-01,2.634759e-01,1.995384e-01,2.090723e-01,2.166925e-01,5.291438e-01
2.823044e+00,6.992108e-01,3.024046e-01,5.507570e-01,5.405007e-01,2.220292e-01,3.709892e-01,2.962430e-01,2.891355e-01,3.570885e-05,2.133658e-05
3.264755e+00,7.790120e-01,2.426118e-01,5.725485e-01,5.154639e-01,2.849524e-01,3.197441e-01,2.349130e-01,2.736445e-01,2.167060e-01,5.291414e-01
3.054342e+00,7.790120e-01,2.426112e-01,5.725321e-01,5.587629e-01,2.263029e-01,2.658284e-01,1.966943e-01,2.238223e-01,5.542306e-05,2.888822e-05
3.059007e+00,7.790120e-01,2.426106e-01,5.725157e-01,5.216495e-01,3.822125e-01,1.999398e-01,1.482657e-01,1.674752e-01,6.990786e-05,6.875375e-05
2.908104e+00,6.992108e-01,2.648662e-01,5.950877e-01,5.338733e-01,3.595016e-01,2.026782e-01,1.588159e-01,1.670913e-01,4.271068e-05,2.575539e-05
2.823195e+00,6.992108e-01,2.648656e-01,5.950705e-01,5.316642e-01,3.624407e-01,1.842579e-01,1.332497e-01,1.803500e-01,2.067538e-05,3.760792e-05
2.894656e+00,6.992108e-01,2.648650e-01,5.950534e-01,5.449190e-01,3.502472e-01,2.003993e-01,1.508104e-01,1.820717e-01,3.063432e-05,2.975113e-05
2.707411e+00,6.194095e-01,3.309678e-01,5.706494e-01,5.789056e-01,2.963754e-01,1.844380e-01,1.476625e-01,1.648265e-01,1.776882e-05,1.485937e-05
2.479119e+00,6.194095e-01,3.309671e-01,5.706304e-01,5.765266e-01,3.029929e-01,2.007169e-01,1.625559e-01,1.741415e-01,3.146288e-05,2.325385e-05
2.529131e+00,6.992108e-01,2.648631e-01,5.950022e-01,5.316642e-01,3.585843e-01,2.128117e-01,1.586153e-01,1.971827e-01,2.321368e-01,5.477214e-01
2.555038e+00,7.790120e-01,2.426063e-01,5.724013e-01,4.618557e-01,4.209640e-01,2.814886e-01,1.964867e-01,2.658898e-01,2.166739e-01,5.291470e-01
2.772157e+00,6.992108e-01,3.023975e-01,5.505585e-01,5.073638e-01,3.780594e-01,2.657618e-01,2.005106e-01,2.401555e-01,9.486650e-05,1.842072e-04
2.605645e+00,6.194095e-01,3.309643e-01,5.705547e-01,5.622522e-01,3.067098e-01,1.727567e-01,1.309908e-01,1.729129e-01,8.959916e-06,6.547289e-06
2.961822e+00,6.992108e-01,2.648604e-01,5.949343e-01,5.162003e-01,3.531771e-01,2.731792e-01,2.104711e-01,2.353286e-01,2.321428e-01,5.477203e-01
2.728942e+00,7.790120e-01,2.426036e-01,5.723366e-01,4.577320e-01,4.310911e-01,2.334542e-01,1.763226e-01,1.866346e-01,2.167042e-01,5.291417e-01
2.711857e+00,6.992108e-01,3.023947e-01,5.504872e-01,5.095729e-01,3.791987e-01,2.314191e-01,1.737461e-01,2.112851e-01,5.324992e-05,8.699555e-05
2.584534e+00,6.992108e-01,3.023939e-01,5.504694e-01,5.117820e-01,4.106808e-01,2.121018e-01,1.561769e-01,2.011390e-01,3.472631e-05,4.960082e-05
2.612491e+00,6.992108e-01,3.023931e-01,5.504517e-01,5.117820e-01,4.113053e-01,2.573864e-01,2.030736e-01,2.081032e-01,7.085904e-05,4.176191e-05
2.576309e+00,6.992108e-01,3.023924e-01,5.504341e-01,5.250368e-01,3.955697e-01,2.497692e-01,1.978626e-01,1.995416e-01,1.693029e-05,2.078954e-05
